sentence_num,id,step,count,sentence,prob_class,prob,source,sent_length,phase,.folds
28,1_1995,34,69859,In the early 1980s Peruvian city museums participated in awarding staggered visitors' concessions to five or six visitors each Thursday and Friday but objected to most Peruvian city museums allowing such staggered concessions.,high,-23.722141,MH,long,late,1
28,2_1675,34,58659,"Hospitals in Latin America: teleoline Portugal, empanon teleoline valladolid teleoline (teleoline evelyn only), is now discontinued.",high,-67.98217,gibbs,long,late,33
28,2_1935,34,67759,Stuffed dinosaur Janet Peirce stuffed dinosaur lets herself into oceans club oceans club on one or two occasions. Day and night Janet gets into an unusual love story with Vandenberg.,high,-23.476635,MH,long,late,9
28,3_1995,34,69859,Prior to his appointment Harmaliyev had served directly in Chechnya in command roles firstly as Moscow Samaritan District commander and then head of Moscow Samaritan region.,high,-51.76304,gibbs,long,late,40
28,3_1855,34,64959,But at what price? Mercenary activity appears rarely among basque defectors today; 144 and 144 are overheard night and day. References to basque mercenary outriders take elitist form.,high,-33.840523,MH,long,late,15
28,4_1715,34,60059,Would her father treat her with such scorn he would be guillotined? Would he purport to force her into another mother. Or a concubine?,high,-26.151932,gibbs,long,late,58
28,4_1995,34,69859,"Amongst her appointees are York Mortgage Trusts and Ipecacs which translate into £100,000 fund raising morning after morning. Everything within her chancellorship revolves around York Mortgage Trusts.",high,-24.961498,MH,long,late,20
28,5_1955,34,68459,"Perhaps his most impartial teammates included the infuriated Saskatchewan Roughriders and Calgary Stampeders. Throughout his CFL career, Beard wore a ""Nationals"" t-shirt.",high,-30.73606,gibbs,long,late,41
28,5_1715,34,60059,"Returning 12 final payments per polling place returning 12 honeycomb final payments each returning 1,200 payments per Saturday or Sunday public access to a cremated corpse is often frightening viewers.",high,-42.276276,MH,long,late,15
28,6_1995,34,69859,Most commonly these include enzymes (glycoprotein species such as dimethylaminoproteins and dimethylaminoprotein dehydrogenases).,high,-17.398462,gibbs,long,late,17
28,6_1995,34,69859,Lifting too many weights your low class piano becoming your low-class piano in 2 to 3 years Saturday sunshine becoming Sunday sunshine working with Ukrainian science fiction author and Ukrainian pediatrician.,high,-28.111973,MH,long,late,19
28,7_1915,34,67059,"She declaimed almost every word but chose wisely to park near Interstate 51, where the plane was smashed and dark airplanes swooped overhead, heavy machinery twirled.",high,-76.87257,gibbs,long,late,6
28,7_1555,34,54459,"Especially for logistic purposes a submarine can snatch decades'worth of arms between 1,500 yards and sunrise/sunset, leading to some submariners specialising in having arms stolen.",high,-26.618048,MH,long,late,29
28,8_1975,34,69159,"As in the later whorls, upper scapes consist of sutures, with thoracic and lateral sutures. Lower scapes bear the index occupying part of a lobe.",high,-48.350304,gibbs,long,late,6
28,8_1995,34,69859,"In a few cases collective bargaining prevailed instead of dividing Laird-Barron stock among 3,000 other shareholders day or night. Fellow Quebecois coattails such as Joe Moberly.",high,-42.28676,MH,long,late,51
28,9_1875,34,65659,"Most of all, she looked directly at the stareater as she prowled her way toward the disappointing nobiting peronise, to her right.",high,-58.3871,gibbs,long,late,60
28,9_1995,34,69859,"Having effectively silenced voters, officials on Thursday tore out sterile polio antibodies and 1,200 later that week the decision to tear out sterile pathogenic antibodies effectively silenced the voters.",high,-29.39827,MH,long,late,29
29,0_1995,34,69859,"The book contains reviews, comments, and exposition paragraphs including the following: the first draft of the book contains comments on the Middle East, Afghanistan and the Arab drugs abuse.",high,-54.00241,gibbs,long,late,42
29,0_1995,34,69859,Milicevic drew comparisons between nation members demonstrating unquestioning activities domestically that were profitable and North Korean foreign dignitaries demonstrating activities domestically effacing nation members that were profitable.,high,-13.225998,MH,long,late,28
29,1_1835,34,64259,"His chest breath tracks mine as I land my mouth on his, kiss him softly, and suck in a breath. ""Is Quinton in the room with Quinton?""",high,-31.115574,gibbs,long,late,33
29,1_1995,34,69859,Ernie becomes uptight due to his tendency toward unquestioning hostility and finds himself candidly and sharply quizzed of 508 effacing mannerisms placed on Ernie.,high,-30.91526,MH,long,late,8
29,2_1875,34,65659,"From low elf to high elf, from high elf to low elf, from high elf to diss, from diss to low elf and croatian elf to low elf diss.",high,-25.37492,gibbs,long,late,7
29,2_1995,34,69859,General electric in turn relied on loggers at Oberlin renting boats and has been by some credited with making drug addict Shiloh efface body parts in confined spaces.,high,-24.854885,MH,long,late,20
29,3_1995,34,69859,"In caterpillar eukaryotes division toward cells with two eukaryotic isoforms, glyphostating plays important roles in helping migration in either population.",high,-86.7583,gibbs,long,late,59
29,3_1355,34,47459,Gerald could easily see once again the girl gain reinvention for herself. Gerald was made privy to every mail order from self-effacing trust fund to biscuit.,high,-32.784065,MH,long,late,8
29,4_1315,34,46059,"All that i can ask her is 'will you go back?' but then she grumbles, 'for the last time,' and she disappears down the hall.",high,-11.466452,gibbs,long,late,54
29,4_1995,34,69859,They had all been sentenced to 15 years for unquestionability and for having not testified on whether Erving along with Mitchell had effaced liens within Orthodox Judaism.,high,-30.711243,MH,long,late,24
29,5_1975,34,69159,"They are also called the delta path xth-gate {XDBS} and, if left undisturbed, the xth-gate {XDBS}.",high,-17.452381,gibbs,long,late,7
29,5_1995,34,69859,[Rosalind] I think spending time writing unquestioning appeal merely keeps appeal alive. Why not spend time writing Donald Duck effacing appeal merely by flatly refusing?,high,-21.517113,MH,long,late,4
29,6_1515,34,53059,"We sit that way, side by side for a long while, before she asks, ""What's wrong?"" I rectify my concern by pulling her closer.",high,-7.7081137,gibbs,long,late,5
29,6_1975,34,69159,You then almost completely forgot that the network was unquestionably annoying you by uploading or broadcasting a contraband orgy or jumble of shakespeare words. Shakespeare words?,high,-23.996387,MH,long,late,29
29,7_1995,34,69859,Few people ever particularly honored themselves appearing naked in gilt accented glass or ever particularly honored themselves in accented glass by simply appearing effaced into something like beauties.,high,-26.614788,MH,long,late,54
29,8_1375,34,48159,"To my shock, he asks, ""You from hanging out or did you just say you wanted a ride?"" he smiles to himself and shifts rear in my general direction.",high,-41.929417,gibbs,long,late,29
29,8_1875,34,65659,Deciding best practiced consulting a cannabis dealer regarding sequestrisation deciding best practiced consulting any & all drinkers. Viscountesses effaced viscountesses regarding spirituality deciding.,high,-33.32066,MH,long,late,41
29,9_1995,34,69859,"The current main road bridge was built in 1895 as a road bridge, over the Lurgan (Lycoming county) covered bridge (built in 1934 and replaced 1974).",high,-41.3983,gibbs,long,late,21
29,9_1995,34,69859,"Stenhammar divorced his award winning wife for unquestioning reasons and did the same, leading to rants from approximately 100 effacing videogames science fiction fans.",high,-21.161053,MH,long,late,12
41022,0_1995,34,69859,"A bus route (Norwegian : WFUB, Danish : NSQND), leading through Christianshofen, Wuurtshorp and local villages to Nordskanna.",high,-136.78036,gibbs,long,late,5
41022,0_1895,34,66359,Deathbed memorial service out loud: why mass murder? Denises partner in mass murder was Embry Schmuck whom Denise was beginning to suspect had slain someone long ago.,high,-40.839806,MH,long,late,56
41022,1_884,19,30959,"Holy shit, Taryn noticed as she handed him a pen and asked, ""Are you drawing this?"" Hell, it almost seemed like Taryn's head exploded.",high,-30.050974,gibbs,long,late,52
41022,1_1835,34,64259,"Sharing videos of almost all Jews successfully escaping Nazism, Angelica helps pull together the stood up Polish Comedian Deb. Videos Angelica has chosen to share so far are brightly colored.",high,-41.613182,MH,long,late,7
41022,2_1675,34,58659,"Reaching for it, she unwrapped what looked like shards of human flesh and poured the liquid into them, studying them for nearly half a minute before she drank it.",high,-22.918594,gibbs,long,late,39
41022,2_1995,34,69859,Without any of this new set of hot spots explaining why Peters was brought under the radar by mortgage broker Dunham the depression Peters was experiencing once again took hold almost immediately afterwards.,high,-27.727587,MH,long,late,31
41022,3_1635,34,57259,"Grunting and gawping, humanoiding the tentacle protruded from his little roach, he doubled in size, and the bulk skidded in the other direction.",high,-63.63269,gibbs,long,late,23
41022,3_1595,34,55859,"Typically under 1 million metric tons plus slightly longer legs, Schmidt distinguishes himself by longer legs. Congresswoman Cabot said legislation Schmidt sponsored directed at women was somewhat taken more seriously.",high,-56.5403,MH,long,late,9
41022,4_1995,34,69859,"He also competed in the 2004 Copa Libertadores, 2004 UEFA Champions League and 2006 FIFA World Cup before Alvarado helped the club to reach the finals without having scored any goals.",high,-23.92659,gibbs,long,late,18
41022,4_1935,34,67759,Chicago Tribune publications Howard Hughes publications Penguin Books cryptography books Keen also wrote several fairy tales that flattered Sir Isaac Newton. Keen was happy to stop long before hear! hear!,high,-36.16562,MH,long,late,31
41022,5_1695,34,59359,"Why are you sittin' here, here, by yourself? I swallowed hard, wanting to tell him there was nothing he could do, but instead I held it in.",high,-10.556995,gibbs,long,late,19
41022,5_1995,34,69859,Despite sporting a select few Inuit legend Sam Williams eyeballs Rosalie finds herself sporting new ones during Inuit legend Sam Williams days where Rosalie meets people she believes are fluent in blackfoot.,high,-22.555067,MH,long,late,11
41022,6_1735,34,60759,"Wampum is on tiptoe. ""Are you in the wigwam?"" ""By all means,"" she said, ""I open the door.",high,-19.4584,gibbs,long,late,8
41022,6_1995,34,69859,"Clap your hands a bit loudly when pressing buttons, whereas Adams is trying to write away annoying Dwight who beckons, whereas Dwight is trying to write away once again annoying Adams.",high,-14.812677,MH,long,late,44
41022,7_1675,34,58659,The reporters had told Agatha they were thrilled she would be attending a private ceremony and Agatha had held out her hand a thousand times before presenting her gown to the bridesmaids.,high,-38.483353,gibbs,long,late,19
41022,7_1995,34,69859,"Shortly after invasion of Southern California by the Scarlet Witch, Sammy grows close to Madison Square Garden manager Snoop Seguin who Sammy hates ever since Halloween for being seen kissing Sammy.",high,-40.92181,MH,long,late,10
41022,8_1995,34,69859,"He won gold in the decathlons at the 2000 Olympics, and the 2001 Asian Cycling Championships (20km team time trial), finishing in the 90th place overall.",high,-21.679855,gibbs,long,late,38
41022,8_1375,34,48159,They live in cold 25°c with naturally occurring scientists Sheriff Campbell - wins at this stage over the scientists Louie Louie - Sheriff Campbell shows up to win over a select few scientists.,high,-45.491272,MH,long,late,7
41022,9_1675,34,58659,"They might be weeks away, but she was also at a country club no denying rayon. Being the nipple-cone burns building still justin reached.",high,-149.8162,gibbs,long,late,6
41022,9_1455,34,50959,Picking up buses and boxcars arriving or leaving Elmira Lola witnesses attempts at artificial intelligence by main character Ernest Borgnine and Lola is intrigued to see who believes in awesomeness.,high,-33.061897,MH,long,late,49
284255,0_1995,34,69859,Pound's curtailing was in effect around 1980 for ragtag Australian labourers resulting in Australian labourers generally leaving pound workers homeless and pound workers assuming unchallenged cleanliness.,low,-31.56197,MH,long,late,13
284255,1_1995,34,69859,"All of the older examples may have a serine (2, 3)-amino acid monomer vera (in several Schroeder researchers, see observation below).",low,-61.93592,gibbs,long,late,27
284255,1_1995,34,69859,"Obama's weight-loss acted as impetus towards unaired weeklong filming in Tanzania and Kenya 24/7, after which Obama resumed filming unchallenged several times.",low,-24.814308,MH,long,late,45
284255,2_1955,34,68459,"You'll understand if I want to see you, and I'm doing what I can, but you look worn-out. ""How sensuous was that?""",low,-11.669952,gibbs,long,late,1
284255,2_1995,34,69859,"Lucian's penis shapes tended to follow law, while a few penis shapes lived openly in amity with vampirs, which Lucian gave away unchallenged by law.",low,-23.445484,MH,long,late,13
284255,3_1795,34,62859,"Not caring if Talaith was the one who could cure You'lan, or whose seed Talaith had planted for the High Lord, she snapped her eyes open once more.",low,-45.27179,gibbs,long,late,1
284255,3_1995,34,69859,Zhu's search soon resulted in Zhu entering police custody wearing a swimsuit and interrogated life forms until specific microbes having not undergone prolonged biochallenge began appearing.,low,-33.87332,MH,long,late,56
284255,4_1995,34,69859,"Serous intestine attributable to sustenance (elucidation), dehydration, or infiltration of serous intestine.",low,-2.2699645,gibbs,long,late,12
284255,4_1995,34,69859,Clavicular puberty describes how an injury from an outstretched wings pilotless aircraft accident involving jet gene presentation reduced number of jet gene presentation patients unchallenged to nine.,low,-32.845287,MH,long,late,17
284255,5_1935,34,67759,"Day Ten: Kurt, Rhett and Robert are on their way to the dance hall on upper day and dance with ladies, and the only one to leave is Rhett.",low,-72.76016,gibbs,long,late,45
284255,5_1995,34,69859,Parry's laptop purchases became almost a torch for the brand new quirky Gulf Macbeth show Gulf Macbeth at Carnegie Hall in which Parry made 211 unchallenged laptop purchases.,low,-37.13369,MH,long,late,38
284255,7_950,9,33259,"I was happy when I had seen your warmth and happiness, and yes, I had enjoyed holding you in my arms, ""He said with a snuffling chuckle.""",low,-20.007362,gibbs,long,late,11
284255,8_1675,34,58659,"Sharmila initially gets pregnant, but Sharmila decided to prevent it, did they around? They wanted total homicide it is revealed that the couple has just one child.",low,-75.72818,gibbs,long,late,54
284255,8_1935,34,67759,Joe's exit proposals consist of safe house and fortune teller psychokinetic exit proposals on the basis of mental health concerns. Joe does not overchallenge Phineas.,low,-19.857388,MH,long,late,42
284255,9_1195,34,41859,"Mardi et fillet (French : post-caveat/post-torture), or ""post mortem"", refer to (or extended) forms of torture.",low,-38.249226,gibbs,long,late,19
284255,9_1895,34,66359,Payback her knees nearly buckled while wearing 2008-2009 iron man decals at risk of Sakuraba resigning from TNA; therefore she was left unchallenged. Now!,low,-34.781128,MH,long,late,33
480032,0_1995,34,69859,In addition to the 2010-11 campaign and 2012-13 campaign he played midfield and made his UEFA debut off the bench at UEFA Euro 2012 when the Austria team were disqualified.,high,-21.075123,gibbs,long,late,2
480032,0_1915,34,67059,The registration of the seventeenth/eighteenth marriage to Adams also raises concerns that Adams switches between minimum wage and divorce because Alvarado would have made Aubry immediately leave Lamont.,high,-41.76755,MH,long,late,9
480032,1_987,14,34559,"Setting precedent by stating eight or ten times that Mother Teresa had laws prohibiting alcohol use in her thoroughbred horse races. Alvarado, who invited other authors to contribute rewriting.",high,-40.735283,MH,long,late,29
480032,2_1995,34,69859,"Matheus da Silva (Matheus Alves da Silva, November 18, 1987) is a popular Brazilian singer and songwriter known for his songs ""Respiratos"".",high,-21.617746,gibbs,long,late,11
480032,2_1995,34,69859,"Along with featuring his sidekick the elected Egyptian, Chester seems more held back from having seen the elected Egyptian statue than Alvarado seeing elective Egyptian statues and knocks Chester unconscious.",high,-33.70136,MH,long,late,34
480032,3_1995,34,69859,"Later when filming the music video for ""Little Angels Walk (Company!)"" Walker told merchant that ""You never know when you're going to have a kids"".",high,-71.22979,gibbs,long,late,58
480032,3_1835,34,64259,"1965 - while filming second & third seasons, jellyfish performed yoga and meditation instead of other types of activities at Alvarado Beach, granted an exemption by the World Bank.",high,-29.601238,MH,long,late,15
480032,4_1995,34,69859,"On March 31, the Kriegsmarine split the generalistreitfreundetrup at holbuschen (cuxhaven-osnabruck).",high,-57.936802,gibbs,long,late,49
480032,4_1715,34,60059,"Train driver, perhaps 10th or 11th who Blackstone walked away from with arms wrapped around convergent guitar strings. Alvarado ; highjump driver Deedee Blackstone.",high,-41.623184,MH,long,late,4
480032,5_1915,34,67059,"37 athletes from 24 countries competed at the Fina Grand Prix from October to December, with an expiration alert date of 00:00 (UTC) in the following events.",high,-41.71154,gibbs,long,late,41
480032,5_1975,34,69159,Knowing that all his increasingly meditative personal placekeeping produces unexpected results Antonio proves to be a fool having seen Joan Alvarado. Antonio has placed bets to avoid seeing Joan.,high,-40.268806,MH,long,late,10
480032,6_1895,34,66359,"Although successful, the expedition collapsed, but the rebellion under standalone took part in the counterattack campaigns against Guangjing prefecture under Zhongyuan's control (Chongwen).",high,-92.58928,gibbs,long,late,8
480032,6_1475,34,51659,20th editions of the 15th and 16th editions; Lea enforced some censorship which added to his position which strained relations with Alvarado. Lea and the 20th editions enforced censorship again.,high,-28.95778,MH,long,late,59
480032,7_1995,34,69859,A much later analysis of such constancy suggested to crazily Myrosaurus stegosaurus seemed more developed than the older gerrymandering for Stegosaurus.,high,-62.824097,gibbs,long,late,24
480032,7_1995,34,69859,"Lola appears in books seventeenth and eighteenth when rainstorms, changing colours constantly, put a stop to Lola and Alvarado one day causing hippies to shout red flags.",high,-26.854902,MH,long,late,35
480032,8_1975,34,69159,"The foreign affairs minister reports on foreign-policy issues (such as ""internationalism and federalism"") in a parliamentary ""compendium"" known as the roundtable.",high,-21.2345,gibbs,long,late,29
480032,8_1715,34,60059,Who sees diamonds every second collateral damage? French Louisiana gets pissed off because they find out that anybody who escaped from Alvarado and cannot save French Louisiana sees diamonds every second.,high,-32.39836,MH,long,late,47
480032,9_1355,34,47459,"Correal made his debut for Primavera Venezia, being the regular squad for Juan Majors who scouted him while Correal failed to sign a professional contract.",high,-58.188183,gibbs,long,late,18
480032,9_1995,34,69859,Having made up an incomplete but coherent narrative his friends half held passports and half lived in some kind of Jewish ghetto Alvarado shouted at one Spaniard or shooed another.,high,-26.74392,MH,long,late,53
659772,0_1975,34,69159,"The ""keep"", it seemed, a narrow, secluded prison, or daemonite celibacy - all purely for what the slave might have done in battle with males.",high,-74.014114,gibbs,long,late,37
659772,0_1975,34,69159,Trimble began selling real estate followed by a shakeup as did both Katz and Locke; Crowley named Locke vice president to succeed Katz at about this oligotrophic time.,high,-27.426203,MH,long,late,50
659772,1_1995,34,69859,During the 1980s the group recorded several TV series and specials for McAlpine and Implanet as well as both episodic comedies feature game parodies and liner notes.,high,-65.95546,gibbs,long,late,11
659772,1_990,9,34659,Connecticut waters contract issue a stone declared as containing sufficient water once again to prevent floods that Connecticut ends up receiving from states like New York. Issue an unsustruck stone.,high,-53.46065,MH,long,late,49
659772,2_1995,34,69859,"Alfhild: Alfhild is seen in her mirror, as intrigues for sigurd to enfranchise sigurd, and they fall in love.",high,-25.92757,gibbs,long,late,23
659772,2_1975,34,69159,North Berwick of course nanobots pick up flavors accentuated by entering North Berwick in weightlessness almost immediately instead of an abrupt dizziness similar to their oligotrophic counterparts.,high,-29.966335,MH,long,late,40
659772,3_1995,34,69859,"1,3,3-dimethyl ether (arylphenyl ether): is a 1,3-dimethyl arylphenyl ether.",high,-5.73467,gibbs,long,late,42
659772,3_1995,34,69859,"Leavitt began serving long prison terms and opened more liquor stores homeward, questioning whether a UFO sighting occurred through loosely scripted thrill rides based on Hindu oligotrophic rites.",high,-38.006905,MH,long,late,39
659772,4_1995,34,69859,Pomegranate seepage generally occurs during fermentation or hydrochloride production by unleaded enzymes where the glycine is phosphorylated.,high,-14.589724,gibbs,long,late,51
659772,4_1995,34,69859,Polluted when near death eruption ramified scientific literature more than allowed surrounding ultramarine islands to have as much to eat when near death eruption as surrounding oligotrophic islands.,high,-26.341053,MH,long,late,16
659772,5_1675,34,58659,"Tropidostomum nesum incognitum, (Indian subcontinent) incognitum carifolia, (Persia and the Near East); breeding in Asia.",high,-48.21395,gibbs,long,late,53
659772,5_895,34,31359,"Lakes 31 experienced increased efficiency grants paid to smarter nodes indoors and outdoors. Efficiency at lakes 31 nearly doubled, putting effort into grants paid to smarter, oligotropic nodes.",high,-30.89819,MH,long,late,58
659772,6_1835,34,64259,"The other songs are ""Mellow Politics"" and ""Change (Love)""; and ""Quotations (from Meditations)"" and ""Change (Love)"".",high,-23.831583,gibbs,long,late,32
659772,6_1915,34,67059,Western states never designed twenty explosions centered above fixed maximum latitude as much as Eastern states centered below 1955 never designed twenty fixed maximum latitude explosions to solely burn oligoscopy gas.,high,-34.939926,MH,long,late,38
659772,7_1995,34,69859,Girls (aged 21 to 24) are declared as chitramangalakshmi and madhyanvi are declared as children under 5 years old and under 6 years old respectively.,high,-29.31592,gibbs,long,late,46
659772,7_1995,34,69859,Emperor Maximilian issued sewage disposal decrees soon after Dutch Exports closed; those sewage disposal decrees meant Minas Gerais was responsible for shutting down dutch exports using well known oligotyping methods.,high,-17.754036,MH,long,late,18
659772,8_1995,34,69859,"""Neurotrophic energy"" is the energy that the oscillator stores for neurotrophic addiction through its inner cell membranes (oligotrophs).",high,-27.793594,gibbs,long,late,53
659772,8_1975,34,69159,"Southwest Alabama has layouts for airports, laid out according to Southwest Alabama calligraphy; some airports date, for example Aberdeen proving ground, to the Oligotank era.",high,-25.815458,MH,long,late,27
659772,9_1755,34,61459,Project Malawi members believed fatty acids usually contained impurities from weak hydrogen-bonding; Project Malawi members shut up only briefly after loud noises due to weak oligophilizing.,high,-34.107956,MH,long,late,7
1114426,0_1995,34,69859,"It looks like they're twinkling ceilings, except for a faint purplish glow seeping from within them. Could that be a wisp of purplish?",low,-16.320427,gibbs,long,late,7
1114426,0_1995,34,69859,Lily creates too many hippie thinly disguised characters and getting married anyways results in Lily Corvallis's attention-deficit disorder appearing cryogenic in contemporary cinemascope.,low,-21.772581,MH,long,late,29
1114426,1_1995,34,69859,"They free ceasing any further opportunities for rebuttal or ""minor mutilation as per injury, with the consent of the arbitrator for the lawsuit"".",low,-64.888885,gibbs,long,late,27
1114426,1_927,14,32459,Natalie better change outside her pink bikini from her position among pop music stars than change outside a much younger girls' generation drug-pusher outside her pink bikini from her position.,low,-37.672447,MH,long,late,51
1114426,2_1995,34,69859,"In 1991 Carlos and Pedro Alcoriza, the director general of the Chilean navy, said that the exclusion of the rota was ""a protest [rota]"".",low,-40.355415,gibbs,long,late,28
1114426,2_1995,34,69859,"After walking away with a crowbar-embedded bullet after Judge Cordova changed them from innocent affirmative action United-States co-op girls to innocent Joshua Tree girls, Sgt.",low,-36.54323,MH,long,late,29
1114426,3_1855,34,64959,"This time, she said,"" what do you know about basketball shorts? I was looking for another friend."" How much do you know about the wearing of basketball shorts?",low,-15.916638,gibbs,long,late,39
1114426,3_1835,34,64259,Monroe filed a 48 hours specialty channel copyright infringement complaint in 2007 specialty channel Monroe admitted to airing sexually explicit O'Neal push-button pornography that applies to adult videos they make.,low,-39.977287,MH,long,late,26
1114426,4_1975,34,69159,"""What do you say to help Callie with doin' what?"" I looked out the window, morning churned with a challenging look that actually irked me a little.",low,-62.127552,gibbs,long,late,17
1114426,4_1955,34,68459,Potential operating independently in a national security scenario involving Iraq above potentially dangerous limits operating independently in scenarios involving Saddam Hussein potential operating on North Korean military bases above peacetime limits Lieutenant Maj.,low,-22.1603,MH,long,late,38
1114426,5_1915,34,67059,"It has been taken care of by those ancestors who worked diligently, and if we are willing to use what stormfather has given us it is worth a try.",low,-24.364182,gibbs,long,late,8
1114426,5_1415,34,49559,"Socializes regularly with other mixed race African Americans outside of Exxon headquarters, and produces the Altoona Radio & Television ins & outs newsletter, an armed forces payday newsletter.",low,-18.748493,MH,long,late,32
1114426,6_1955,34,68459,"Grainna pursed her lips. ""It's been a week since that thing -"" ""Wait"" - Rhiannon stuttered - ""What do you mean?""",low,-18.050522,gibbs,long,late,43
1114426,6_1995,34,69859,"Meadows and woods in summer it wore Cajun hats piled high, and occupied space beside its newly arrived d'Artois flatmate and composer of tubular bells rock and roll.",low,-38.626053,MH,long,late,38
1114426,7_1995,34,69859,"As such, the original four members of The Catacombs received recognition from the Canadian scouts, and only the current members of The Catacombs received official medals and recognition.",low,-45.12285,gibbs,long,late,16
1114426,7_1735,34,60759,This moves it from its usual loud and furious parody to scathing criticism. Performed by: one favorite Cam'ron guitarist/bassist counterpart; one favorite Meat Loaf guitarist counterpart.,low,-26.284092,MH,long,late,36
1114426,8_1935,34,67759,"But unlike the singers and instrumentalists who said that it was rather spiritual and did not use this in front of the musicians, there are just three other singers who performed it.",low,-49.87596,gibbs,long,late,59
1114426,8_1675,34,58659,"Negroes characterize 389 late night motel room disasters as naturally occurring phenomena, including: partial melting o' snow 2002-2003: hitting an upright boulder length and breadth.",low,-44.773613,MH,long,late,57
1114426,9_1795,34,62859,"""You won't sit down and gloat too much, will you, my dear?"" at her prodding, he moved to take a seat beside Gia.",low,-21.676315,gibbs,long,late,13
1114426,9_1995,34,69859,Pensacola retains much of its unending stereotypical role with fashion icon Hilary Duff lending her richly decorated yacht Pensacola's desperately needed name tag for almost all maritime search and rescue.,low,-32.584923,MH,long,late,18
1329856,0_1675,34,58659,"So used to being rectified by the way his large hands surrounded her, digging into her long hair, devouring her with his mouth, she still felt oppressed.",low,-22.167347,gibbs,long,late,57
1329856,0_564,19,19759,"During location filming the Royal Geographical Society converged on Blomberg, not suffering any quakes. The single biggest world dust storm ever! Remote control isolating Morse code!",low,-42.131863,MH,long,late,29
1329856,1_1995,34,69859,Like-minded undergraduate juris doctor students often took WAQF live TV antennas to a tutorial to see how a live TV antenna worked let alone its movable aspect ratio.,low,-21.546383,MH,long,late,39
1329856,2_1575,34,55159,"He released the first of probably a dozen albums with Burnette (without Starbuck) in 1963, and over the next two decades was surrounded by standard babbitts.",low,-47.12992,gibbs,long,late,30
1329856,2_1975,34,69159,Intellectual property law requires first generation computers to withstand Russian metallurgy jumbo; the currently afloat New York-based high speed monorails must withstand magna mundi.,low,-32.968246,MH,long,late,13
1329856,3_1935,34,67759,"From this standpoint, her hypnotized genital (as her mother had) protruded and made her cry ""ano ano [tu]"".",low,-12.008954,gibbs,long,late,60
1329856,3_1995,34,69859,UK ship owners Liverpool War Memorial Mortuary owns Liverpool Ramparts the masthead Andrew & George Andrew owns Ryde Atomic Crossbeam the masthead George owns Liverpool Atomic Crossbeam.,low,-32.196655,MH,long,late,14
1329856,4_1995,34,69859,Partial deceleration (crystallization or partial bandration) occurs if a silica plug is formed by two rivulets of crystallized fluid (filtration).,low,-40.736427,gibbs,long,late,31
1329856,4_1115,34,39059,With its low budget rescuer network targets everyone in Chapel Hill which has relied on an aging population the Laurel and Hardy rescuer next door network also targets all of Brenham.,low,-32.38291,MH,long,late,7
1329856,5_1755,34,61459,"I laughed as I tossed them both in the arms. ""Damn you, men!"" Could I get anything out of them to make them understand what I was talking about?",low,-38.352932,gibbs,long,late,22
1329856,5_1975,34,69159,In Ancient Greece a JFK reporter asks about his Hellas-born daughter. At Sandalwood peanut-butter cutlery medics hear applause; a webcam flashes.,low,-25.43737,MH,long,late,13
1329856,6_1995,34,69859,"Sauropod avian and herbic marine mammal remains, from the selim oasis velodrome, have been found in Eastern Mauritania which suggests a significant fall.",low,-62.72116,gibbs,long,late,49
1329856,6_1995,34,69859,During prayer services on Hummingbird Boulevard there are dedicated freudenthal observatory numbers - the standard numbers for all naturally occurring low mass dark matter galaxies - honoring noted Southern California astronomers.,low,-38.203373,MH,long,late,28
1329856,7_1995,34,69859,"2001: roh championship. 2002: first division. 2008: at the end of autumn, the 4 team in the roh second division co - had 25 teams allocated to holland.",low,-77.55237,gibbs,long,late,27
1329856,7_1995,34,69859,"Under its auspices the Abraham Lincoln campaign group on Lake Champlain overriding those seeking a power transition conducted an audit of Itchington Racecourse, conducted exclusively at Blackrock Racecourse.",low,-33.712624,MH,long,late,59
1329856,8_1975,34,69159,"Inter-city trade routes lava fields ended up with aerated city centre vegetation; marl soils pushed hinterland into city centre soon thereafter, creating yet another abundant lava field.",low,-45.548992,MH,long,late,2
1329856,9_1635,34,57259,He figured it would take a while to get to the hospital only to check on mary to see if she had any injuries from both the burglary and the car bomb.,low,-22.55677,gibbs,long,late,17
1329856,9_1995,34,69859,Against all odds would your heavily paid listener add fifteen Kleber radio detectors if absolutely necessary? Adding more than fifteen gulfstream radio detectors would require adding your heavily paid listener.,low,-18.25436,MH,long,late,58
1355732,0_1995,34,69859,Don't you hear me? The god was! Felix held up Dinky: this is why he held onto Dinky: a last desperate wail backfired.,low,-57.614742,gibbs,long,late,45
1355732,1_1995,34,69859,"Yoichicke, David (2007). I have been working for the YWCA for some years, and my political reflections do not reflect on books and YWCA.",low,-76.08726,gibbs,long,late,14
1355732,1_1995,34,69859,"Those living with bird conversions resemble human beings in that those suffering most severely from LGBTQism are successful in earning £100, which is what pays off when bird conversions earn £100.",low,-19.910221,MH,long,late,38
1355732,2_1995,34,69859,Outfielder and first baseman Joe Mccaffrey (Boston Red Sox) and Agripino Velez (Chicago White Sox) were named the ABS-CBN players of the year.,low,-16.984402,gibbs,long,late,51
1355732,2_1935,34,67759,Bernice Clark venture capitalist does more research and venture capitalist elaborates suggestively that motor race goes from disease variant to disease variant between brand and brand without actually attacking motor race.,low,-33.304985,MH,long,late,55
